,LAT_GPS,LON_GPS,predicted,observed,residual
31,15.9701177016,121.538375209,-29489.482068738107,-41857.76190476191,12368.279836023801
32,7.40418541875,123.37857789,-55605.99726483338,-65092.27272727273,9486.27546243935
33,17.6660657175,121.755244822,85335.73222989788,95403.8,10068.06777010212
34,17.3057170225,121.151862821,-4362.960398369571,-83963.45454545454,79600.49414708497
35,14.1171832791,123.001517187,65805.4903554755,50035.12,15770.370355475497
36,7.02589554851,125.150037906,-27791.32883880529,-16486.083333333332,11305.245505471958
37,10.6494943968,122.963233357,23752.447246937867,154762.5,131010.05275306213
38,15.728919104,121.476646337,-20362.862947703266,28343.0,48705.86294770327
39,15.4621316743,120.613792287,54459.23834842931,65355.84,10896.601651570687
40,16.5805229373,121.52630777,-1117.1837447749276,-3099.2,1982.0162552250722
41,14.4123364189,121.056377632,50204.17817107799,21589.8,28614.37817107799
42,17.3936144137,120.599319529,28763.424852662996,-17866.625,46630.049852662996
43,10.0861097116,123.52761044,-16325.45049679777,-63058.681818181816,46733.231321384046
44,8.90911406504,126.277502185,-43243.467453290985,-41202.7,2040.7674532909878
45,15.1301700559,120.681387355,29713.21249866276,51210.72,21497.50750133724
46,10.2638515818,125.119257242,-43908.40572041757,50162.96,94071.36572041757
47,20.3762818247,121.949880759,51788.89669961088,91036.6,39247.70330038913
48,16.7734408896,121.466174717,12905.357032853979,70386.07692307692,57480.71989022294
49,15.729736111,121.521845296,57458.39389036015,20062.83333333333,37395.56055702682
50,17.5752243479,120.726880183,39568.02038106565,-26637.88,66205.90038106566
51,4.84697270661,119.48058091,-66752.84307333193,-59755.38095238096,6997.462120950964
52,16.3402347077,121.697389435,28088.592599978132,90472.52173913045,62383.929139152315
53,10.499191883,119.864072523,-73696.63362929013,-93587.28571428572,19890.6520849956
54,15.1350303542,120.601518974,84726.84435293668,105020.53333333334,20293.688980396662
55,9.21593331465,123.465251056,-9057.613752092031,-32460.34782608696,23402.73407399493
56,18.1915145136,120.54143737,69618.33624144986,18831.04,50787.296241449854
57,10.4577188783,121.916890875,-5036.073809330963,-60125.0,55088.92619066904
58,8.3608560763,123.813116876,-37892.848804393194,-46819.545454545456,8926.696650152262
59,18.591553509,121.114617486,-1822.0912406070856,-20079.5,18257.408759392914
60,11.5326690444,124.42448442,-10239.431428564189,-23136.653846153848,12897.222417589659
61,14.3926823008,120.873923145,46560.05342874954,29659.08695652174,16900.9664722278
62,16.3371962617,121.088188877,17565.377577714782,24807.130434782608,7241.752857067826
63,14.4597653277,120.994574161,138963.2700452839,59145.10526315789,79818.164782126
64,10.72243093,122.554192651,67034.93970493264,-11338.0,78372.93970493264
65,11.6162480622,122.472314722,57529.97219283441,-28960.5,86490.47219283441
66,6.98779325495,124.966464742,-47503.85602528219,-72992.8947368421,25489.038711559915
67,7.20455666465,124.249459945,58288.89151788883,69627.05,11338.158482111176
68,11.2277847558,124.992825645,57183.00112556717,37739.64705882353,19443.35406674364
69,13.4079710618,123.409323697,21987.093158158386,81621.13043478261,59634.03727662422
70,14.4514319987,120.505629209,10901.371679330492,61214.769230769234,50313.39755143874
71,13.2444079617,123.955253671,-5364.689594204174,-68971.3,63606.61040579583
72,17.3173456434,120.695133558,18950.160015493617,19911.34782608696,961.1878105933429
73,14.9539508653,120.934571793,31270.36381743361,69420.33333333333,38149.96951589972
74,7.89673316187,123.837319776,-44070.72801982554,-107300.65217391304,63229.9241540875
75,10.3132624364,125.551620213,-25933.08867189959,-20564.32,5368.76867189959
76,8.19815678206,124.192082072,-11219.298938964246,64936.26315789474,76155.56209685898
77,16.4111424092,120.552168297,78824.95252013685,86786.75,7961.797479863148
78,6.89528218726,124.922118354,-24702.814529011535,-1473.8947368421052,23228.91979216943
79,12.3754635695,122.015710847,-13923.724746717591,17910.6,31834.32474671759
80,16.0631382636,120.460594808,16482.155018505495,51619.21739130434,35137.06237279884
81,9.78150040615,118.718186877,-5224.954186953153,23508.4,28733.354186953155
82,16.9043395913,121.881679077,30844.491042861177,-32701.60869565217,63546.099738513345
83,13.4468566947,121.821556589,-3011.547182047667,75165.91304347826,78177.46022552592
84,14.652611302,121.096401666,83471.37813281007,86658.68421052632,3187.3060777162464
85,14.9193564596,120.783008498,-2900.1131216300855,112341.52,115241.63312163009
86,14.6872505691,120.992859569,75554.224497918,102632.76190476192,27078.537406843927
87,14.1482946593,122.860884889,-12151.773710967464,-22596.83333333333,10445.059622365865
88,8.15752179371,125.134715184,-19283.65602266403,67669.53846153847,86953.1944842025
89,10.097954384,123.668082424,10160.596534700715,12528.90909090909,2368.312556208375
90,10.2743861331,123.315528354,-5027.176733784421,-61138.619047619046,56111.442313834625
91,7.64020797542,122.975083954,-57724.73579511845,-93431.4705882353,35706.73479311685
92,7.43080438776,125.805818245,35670.135206292296,28274.791666666668,7395.343539625628
93,11.4387385508,122.832664879,-6224.054409439748,-15361.17857142857,9137.124161988822
94,14.428343657,121.02227353,118728.90937607731,169458.33333333334,50729.42395725603
95,14.1252334852,121.324959805,4979.052677850064,44493.84615384616,39514.7934759961
96,8.80501694786,125.589556583,-52408.96400714338,-65067.0,12658.035992856618
97,14.4737996228,121.210184196,78186.34386046308,83350.83333333333,5164.489472870249
98,14.0194853812,122.516309685,-9160.230711648954,-27074.052631578947,17913.821919929993
99,14.6593887207,120.948948652,43343.02167045775,61988.954545454544,18645.932874996797
100,15.7222458454,120.463489683,11967.347831331295,37020.458333333336,25053.11050200204
101,9.62387733519,124.240641916,-40054.98187557397,13765.8,53820.78187557397
102,11.5757933213,122.465900674,-374.03018669519224,31275.45833333333,31649.48852002852
103,14.6641625682,120.99067186,80941.61903217009,36266.15,44675.469032170084
104,7.45780931992,125.79542358,22665.202703012794,88773.56521739131,66108.36251437852
105,8.5335755985,126.124537799,5329.149201451903,62558.0,57228.8507985481
106,11.4887579336,124.493605797,-30860.816274244666,-52081.31578947369,21220.49951522902
107,14.0851807248,121.33649417,36187.49867748906,19984.30769230769,16203.190985181365
108,15.83846844,120.574150936,-1172.4231338613317,25182.416666666668,26354.839800528
109,14.5815101611,121.098067379,76209.87218538199,67253.52631578948,8956.345869592507
110,7.46665865826,125.679200646,-45008.54390033626,888.3636363636364,45896.9075366999
111,7.62793977481,125.1280696,-75373.75614848218,-32649.636363636364,42724.11978484581
112,16.4420094096,120.57855747,76505.41504991164,61377.0,15128.415049911637
113,15.8153018331,120.476887248,50246.958669593485,44553.045454545456,5693.913215048029
114,8.93203500927,125.296125156,-60758.07937481938,-24920.625,35837.45437481938
115,13.4325732801,123.534679154,45.43520044030447,-91994.0,92039.4352004403
116,6.90588753934,122.09656089,-1767.8113679504895,-53448.55555555556,51680.74418760507
117,16.44572263,120.587350316,101842.79314007553,114194.57692307692,12351.783783001389
118,6.74429150901,124.89543306,-50145.997208205394,-101041.84615384616,50895.84894564076
119,14.288333929,121.00118168,80556.73236122196,79346.04,1210.692361221969
120,14.178892475,121.200553203,71121.38085039113,53860.07692307692,17261.303927314206
121,14.5406834544,121.073048047,108106.49682737263,100814.0,7292.496827372626
122,6.63140447576,125.218466657,-37643.996639368685,2816.04,40460.036639368685
123,16.5625780849,121.44719105,-16473.554398764798,-55616.4,39142.8456012352
124,15.2401401816,120.667845694,16835.986419163208,85626.59090909091,68790.6044899277
125,9.08697929606,125.596660557,-30780.353233408423,-44459.91304347826,13679.559810069833
126,6.94800893892,124.534735956,-61795.96284314384,-107396.46153846152,45600.49869531768
127,10.6522012379,123.019104702,19222.746894795535,52849.705882352944,33626.95898755741
128,11.0753259655,124.885163112,-49463.26148218449,15050.90909090909,64514.17057309358
129,13.5780833841,123.083166435,41866.504161828285,-9804.95652173913,51671.46068356741
130,8.57143941822,124.782954447,-13711.266583873119,-20320.03846153846,6608.771877665342
131,12.7598543243,123.984039998,5157.746660759163,-57411.96153846154,62569.7081992207
132,17.6527015281,120.421009268,47522.72734404977,68617.36363636363,21094.636292313866
133,11.1779309636,122.629440434,-32938.96679582953,-38383.82608695652,5444.859291126988
134,17.5319936566,120.494789603,-38148.644113625385,61470.95,99619.59411362538
135,10.2719440755,124.054938987,11758.84914068431,-49389.6,61148.44914068431
136,17.9788475581,121.205337221,43007.84584610269,-75633.66666666667,118641.51251276936
137,14.6692463044,120.951499076,70532.48313031199,91283.9,20751.416869688008
138,17.4655218103,121.472710674,60707.86234589883,-31467.809523809523,92175.67186970836
139,5.02309985176,119.76657878,-21844.22530642058,-120054.80952380953,98210.58421738894
140,14.5709914064,120.997389213,98688.3270123953,141029.52631578947,42341.19930339417
141,6.63173744496,124.173571066,-82318.86839743865,-101887.88,19569.011602561353
142,11.5806385523,122.742864041,64772.25587911626,-2479.5,67251.75587911626
143,8.96663776537,125.492271402,-13547.870246794744,115677.0,129224.87024679474
144,8.06232238405,123.719220742,-31156.729637253426,14771.8,45928.52963725342
145,8.58008356138,123.590866977,-50914.14611511346,-69083.09090909091,18168.944793977455
146,7.51709919032,124.130672486,-38125.719208649854,-58036.77272727273,19911.053518622874
147,14.6365206246,121.084873656,91325.7347212168,117078.84210526316,25753.107384046365
148,7.9323492091,124.191636646,-59827.075699848705,-70545.11538461539,10718.039684766685
149,15.4863264707,119.953811994,22435.99833903728,27311.526315789477,4875.527976752197
150,10.8838242033,123.464165588,-8072.684892916761,-17146.833333333332,9074.148440416571
151,11.6566826304,124.370254394,11667.88079077343,-47979.48,59647.36079077343
152,16.3744251742,121.615609771,849.6265687627165,-57174.86956521739,58024.49613398011
153,14.6679302955,120.546272155,56968.31288895545,65480.7037037037,8512.39081474825
154,15.6267834485,120.578908935,2861.8893365077965,16500.619047619046,13638.72971111125
155,11.0154826128,124.584541767,10607.35342220783,35539.22727272727,24931.87385051944
156,14.7360496599,120.985462237,80331.9396299582,66962.44444444444,13369.495185513762
157,14.5659420454,121.126347982,95011.54096187443,62594.807692307695,32416.733269566736
158,6.33384249657,124.92942252,-53483.047311146656,-4982.863636363636,48500.183674783024
159,6.21501980617,124.258213507,-70797.90935180426,-53535.08,17262.829351804263
160,16.8048417854,121.136522619,20303.06488512471,106722.07692307692,86419.01203795221
161,14.330582051,121.052438629,73041.89374872409,-3059.52,76101.4137487241
162,12.5188932196,124.411366331,-17872.834663747824,-42656.125,24783.290336252176
163,10.4846809616,122.924104995,-20795.717192102376,-51819.68,31023.962807897624
164,15.1444928952,120.604204248,94252.79643591914,142817.58823529413,48564.79179937499
165,16.4274516443,120.665048705,5151.239162556158,64846.5,59695.26083744384
166,14.6464669374,121.091988012,90413.30727689857,146639.17647058822,56225.86919368965
167,14.8562974339,120.294384669,71153.62315910881,123464.78571428572,52311.16255517691
168,10.5331016473,119.259594076,-7885.962291059885,11391.545454545454,19277.50774560534
169,6.9613710488,126.032502807,-29627.117381099408,-23747.043478260868,5880.07390283854
170,6.44471856341,124.619649864,-71797.9102502463,-51500.27272727273,20297.63752297358
171,14.6608995093,121.117037027,83110.60504622858,133261.35,50150.74495377143
172,10.6667370756,122.987657886,52246.596403723364,156897.0625,104650.46609627664
173,14.310316585,120.945458237,53542.18994328425,155621.05263157896,102078.86268829471
174,7.97880525374,123.749475352,-8439.658535709677,2215.6666666666665,10655.325202376343
175,13.8699310823,123.695653435,-1590.8428834212827,-45298.04166666666,43707.198783245374
176,7.22538090245,126.544872034,-44153.32676916586,-59694.05263157895,15540.725862413085
177,6.77539783234,124.90154659,-52589.94772394763,-71778.28571428571,19188.337990338077
178,8.17422971991,123.835782668,-17492.447982614394,-39226.230769230766,21733.78278661637
179,10.9924450009,124.427674156,-51005.8795347405,-32713.58333333333,18292.296201407175
180,14.46538423,121.422094977,21875.363121339367,60897.10344827586,39021.740326936495
181,5.917050354,124.808410409,-76075.68770578674,-70240.80952380953,5834.878181977212
182,13.4683901786,121.838170576,3306.812320749581,75710.19047619047,72403.37815544089
183,14.3832579804,120.92256372,119141.49389302042,132138.3,12996.806106979566
184,14.7286038578,120.984546253,55677.27156799253,69558.66666666667,13881.39509867414
185,10.9506066886,124.391967719,-6765.373349121364,52.60869565217392,6817.982044773538
186,8.12931249855,124.238244369,-61178.404637699954,-119317.91428571429,58139.50964801433
187,16.9606276636,121.163465291,-6190.119857935424,-70464.0,64273.880142064576
188,8.11469440885,125.940242994,-71683.72511039456,-103741.09523809524,32057.370127700677
189,7.91040775638,124.182414924,-26865.597892383666,-88367.92307692308,61502.32518453941
190,16.9373278669,120.739453169,-10766.466307388924,-10979.052631578948,212.58632419002424
191,16.6047734394,120.394231891,16861.125514844593,-3083.76,19944.885514844595
192,7.78348124022,126.427539358,-37551.84446792087,-123721.71428571428,86169.8698177934
193,8.39099587334,125.798855409,-61347.5045337085,-84832.16666666667,23484.66213295817
194,11.2298008857,124.998809108,57198.26583297578,84462.0,27263.734167024217
195,10.2436121914,123.780667095,40160.46745151855,18143.904761904763,22016.562689613784
196,9.08018839873,125.543351369,-25385.077194817044,-40092.84,14707.762805182952
197,17.5836987345,120.640387999,71037.46656054938,23827.33333333333,47210.13322721605
198,15.1568287578,120.068677406,49729.122331843784,-42270.208333333336,91999.33066517711
199,14.4009910683,121.054590632,37437.772832380724,119871.25,82433.47716761928
200,7.18814293815,124.227445605,11533.222146799031,-25371.45,36904.67214679903
201,12.3806820059,121.947158065,-45561.29401260489,104390.26086956522,149951.5548821701
202,6.39352523809,125.487513525,-76985.7968649117,-145935.125,68949.3281350883
203,14.4283938219,121.034381721,117852.23732947554,64009.68421052631,53842.553118949225
204,9.75170891562,122.444355885,-30696.230734484336,71298.91304347826,101995.1437779626
205,11.9590604801,123.835548123,-25724.4817022899,-88058.4,62333.91829771009
206,13.0193773295,120.806273927,-13195.748747720761,-36011.125,22815.37625227924
207,7.32996971333,125.93881426,-109385.85259324836,-81156.55555555556,28229.2970376928
208,7.30817707618,124.494043264,-72857.46620074069,-99916.09090909093,27058.62470835024
209,14.5730866975,121.039651643,98077.2918776339,173889.75,75812.4581223661
210,13.9361335038,121.596715739,85187.9800771204,84127.41176470589,1060.5683124145144
211,7.83103181807,123.433887194,-500.14170805241156,29059.5,29559.64170805241
212,14.6449577632,120.955848413,74535.92432474285,86043.41176470589,11507.487439963035
213,16.6307217885,121.335664604,-35302.19303480717,-70235.95454545454,34933.761510647375
214,6.48529846854,122.137965022,-63772.93750809986,-54952.66666666666,8820.270841433201
215,14.5373859183,121.069350472,103834.90398271584,109791.8695652174,5956.965582501565
216,7.28306882851,124.334376637,-50600.965010427506,-65574.53846153847,14973.573451110962
217,7.61106595696,124.956050788,-79977.44550054174,-66383.5,13593.94550054174
218,9.79471169494,118.72889613,14039.496114302441,-11944.0,25983.49611430244
219,6.59453533371,125.22461143,-44538.83055667046,-45738.739130434784,1199.9085737643254
220,10.3906534212,123.927030242,3329.4463611342944,133020.33333333334,129690.88697219905
221,16.7241335717,121.570178942,21338.910354885986,-11914.727272727272,33253.63762761326
